DATAFLOW,LAST UPDATE,freq,currency,prod_veg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,SK,2020,18.40,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2009,10.33,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2010,11.75,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2011,19.89,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2012,23.38,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2013,16.79,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2014,13.6,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2015,14.84,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2016,13.86,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2017,14.79,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2018,16.36,
ESTAT:TAG00061(1.0),05/07/21 23:00:00,A,EUR,01400000,UK,2019,17.75,
